ESCO,ISCO08
332322,3323
512013,5120
13243221,1324
1107,1100
33158,3315
51648,5164
214211,2142
216314,2163
71154,7115
72214,7221
21112,2111
722343,7223
73115,7311
51651,5165
81121,8112
33432,3343
75413,7541
31198,3119
134921,1349
62232,6223
51426,5142
21465,2146
722111,7221
54193,5419
75316,7531
83505,8350
25142,2514
265924,2659
81722,8172
731262,7312
3103,3100
132431615,1324
343518,3435
251116,2511
815312,8153
32511,3251
42213,4221
52221,5222
3122416,3122
82112,8211
22691,2269
22501,2250
514211,5142
2310126,2310
333221,3332
2635320,2635
214993,2149
93338,9333
12196,1219
816055,8160
311413,3114
92123,9212
243362,2433
81836,8183
513211,5132
22635,2263
52211,5221
343514,3435
26332,2633
813113,8131
33131,3313
21332,2133
231012,2310
22671,2267
2330110,2330
33112,3311
122322,1223
75112,7511
331124,3311
24329,2432
343512,3435
72316,7231
5223718,5223
74129,7412
62217,6221
754393,7543
74225,7422
81724,8172
71335,7133
73234,7323
33312126,3331
13441,1344
32131,3213
13243169,1324
814212,8142
33127,3312
21321,2132
231015,2310
13413,1341
96291,9629
516514,5165
22302,2230
81216,8121
24323,2432
23551,2355
311216,3112
81712,8171
311311,3113
2144110,2144
432315,4323
226511,2265
313134,3131
33132,3313
43237,4323
2310111,2310
263421,2634
821152,8211
33235,3323
33593,3359
312249,3122
214926,2149
25135,2513
21322,2132
242218,2422
13243232,1324
821221,8212
214518,2145
214995,2149
722314,7223
81147,8114
71153,7115
531112,5311
22661,2266
3118312,3118
12212,1221
213145,2131
2310123,2310
61124,6112
32594,3259
721112,7211
2310134,2310
754376,7543
43126,4312
215311,2153
83324,8332
2635311,2635
21141,2114
341241,3412
73123,7312
11204,1120
541418,5414
1102,1100
132123,1321
26192,2619
1104,1100
81431,8143
13243233,1324
265311,2653
813126,8131
33522,3352
522211,5222
34232,3423
32531,3253
731232,7312
81312,8131
312241,3122
311215,3112
332444,3324
721232,7212
52111,5211
93334,9333
44192,4419
33397,3339
3324432,3324
32572,3257
74131,7413
334317,3343
211413,2114
62241,6224
31193,3119
214916,2149
2310136,2310
13301,1330
92131,9213
83121,8312
75341,7534
813117,8131
3101,3100
12134,1213
311614,3116
24336,2433
331123,3311
24214,2421
753433,7534
216612,2166
3112111,3112
334315,3343
134516,1345
73152,7315
816053,8160
13211,1321
241111,2411
721522,7215
83421,8342
242212,2422
722318,7223
2102,2100
83428,8342
121953,1219
242215,2422
33592,3359
821223,8212
91126,9112
26541,2654
91111,9111
264218,2642
313314,3133
31125,3112
23554,2355
33231,3323
75438,7543
134918,1349
2131461,2131
1324326,1324
5223729,5223
31512,3151
753431,7534
241112,2411
12221,1222
311518,3115
933381,9333
251118,2511
72124,7212
33553,3355
263536,2635
753624,7536
81226,8122
143111,1431
26544,2654
26525,2652
732114,7321
332446,3324
75231,7523
3123112,3123
13466,1346
32554,3255
33344,3334
25233,2523
732113,7321
81595,8159
2652311,2652
22696,2269
13492,1349
121321,1213
52411,5241
72332,7233
72241,7224
74226,7422
33234,3323
25123,2512
731263,7312
31393,3139
13462,1346
213182,2131
232018,2320
42126,4212
32512,3251
72224,7222
243367,2433
2163131,2163
216312,2163
32592,3259
51691,5169
75313,7531
61221,6122
26191,2619
134513,1345
26524,2652
333431,3334
31342,3134
3115114,3115
24122,2412
24317,2431
214513,2145
33142,3314
1349211,1349
81317,8131
264219,2642
93341,9334
61132,6113
264216,2642
3324435,3324
134517,1345
53211,5321
33312133,3331
81133,8113
7543101,7543
24233,2423
25113,2511
51422,5142
816016,8160
31324,3132
821232,8212
132431616,1324
62218,6221
751162,7511
315326,3153
751112,7511
541113,5411
24221212,2422
1420414,1420
31533,3153
81815,8181
21632,2163
721511,7215
51621,5162
21667,2166
813116,8131
21665,2166
51429,5142
51312,5131
14121,1412
11113,1111
817255,8172
21666,2166
33312111,3331
34359,3435
5249222,5249
2635324,2635
21467,2146
24221215,2422
3435251,3435
214142,2141
51633,5163
722323,7223
13243217,1324
43211,4321
21421,2142
214411,2144
82194,8219
43233,4323
311838,3118
35221,3522
62212,6221
1420418,1420
81511,8151
23511,2351
21654,2165
1420411,1420
44161,4416
211417,2114
242211,2422
33312132,3331
122133,1221
24241,2424
13243228,1324
241241,2412
241113,2411
931212,9312
31325,3132
74212,7421
81834,8183
33598,3359
5223717,5223
821235,8212
264361,2643
3115122,3115
813121,8131
12213211,1221
2310124,2310
311612,3116
51693,5169
816045,8160
731613,7316
264213,2642
134914,1349
13493,1349
815311,8153
214415,2144
332323,3323
72111,7211
13243214,1324
1324322,1324
51632,5163
75154,7515
731316,7313
312236,3122
2635322,2635
3331215,3331
35141,3514
83432,8343
12215,1221
753628,7536
214143,2141
352115,3521
311419,3114
14391,1439
71192,7119
33341,3334
33312127,3331
83502,8350
93337,9333
132431610,1324
325742,3257
52491,5249
3324419,3324
31127,3112
24314,2431
24129,2412
73114,7311
311839,3118
816036,8160
814115,8141
132211,1322
241116,2411
81572,8157
75123,7512
21334,2133
24313,2431
211315,2113
5223726,5223
13243163,1324
214913,2149
13243161,1324
62216,6221
332443,3324
81602,8160
25232,2523
816042,8160
34351,3435
5223713,5223
214215,2142
32112,3211
75222,7522
21644,2164
73191,7319
13451,1345
243114,2431
96295,9629
81818,8181
33541,3354
251114,2511
1420413,1420
94121,9412
21326,2132
33312131,3331
513212,5132
33111,3311
121323,1213
13301,1330
214519,2145
13496,1349
312235,3122
82192,8219
96292,9629
25111,2511
312238,3122
816017,8160
26211,2621
21333,2133
816034,8160
31521,3152
332412,3324
24232,2423
71221,7122
11012,1100
731315,7313
134511,1345
1105,1100
33242,3324
93332,9333
34358,3435
13212161,1321
22611,2261
31543,3154
96111,9611
264141,2641
31232,3123
3115123,3115
243115,2431
92112,9211
226991,2269
815622,8156
51511,5151
753613,7536
215213,2152
215114,2151
31119,3111
243366,2433
215218,2152
75351,7535
33312123,3331
26219,2621
231018,2310
83226,8322
33312110,3331
2320121,2320
61135,6113
814113,8141
1420422,1420
8141191,8141
22502,2250
132431626,1324
213315,2133
741113,7411
265511,2655
2330114,2330
13308,1330
21493,2149
33155,3315
33213,3321
33156,3315
62214,6221
121912,1219
3331214,3331
432318,4323
31172,3117
42128,4212
21312,2131
52121,5212
13243210,1324
721231,7212
11141,1114
81222,8122
2310116,2310
51123,5112
61214,6121
73225,7322
54196,5419
72141,7214
62211,6221
31117,3111
42124,4212
226992,2269
81432,8143
731318,7313
332441,3324
22506,2250
2642115,2642
132121,1321
541416,5414
72235,7223
264142,2641
73183,7318
26514,2651
21451,2145
81423,8142
264362,2643
21413,2141
23597,2359
72225,7222
26513,2651
74218,7421
816018,8160
815313,8153
26362,2636
71268,7126
816048,8160
3119161,3119
24111,2411
142047,1420
3115111,3115
813125,8131
132431621,1324
31525,3152
13431,1343
83441,8344
83423,8342
21314,2131
71265,7126
134911,1349
1223212,1223
13421,1342
33312121,3331
311512,3115
216111,2161
214216,2142
93111,9311
422612,4226
213149,2131
13111,1311
71312,7131
1420424,1420
311213,3112
343525,3435
13305,1330
2330111,2330
311212,3112
742231,7422
214994,2149
751161,7511
215116,2151
313315,3133
33392,3339
34322,3432
511121,5111
531111,5311
23541,2354
11124,1112
931213,9312
31524,3152
25124,2512
1101,1100
741313,7413
142046,1420
815631,8156
133051,1330
313137,3131
33312130,3331
314121,3141
3331217,3331
26413,2641
3324413,3324
214511,2145
43231,4323
71131,7113
313911,3139
341242,3412
315412,3154
62101,6210
723382,7233
71232,7123
96221,9622
5223734,5223
81597,8159
134917,1349
816041,8160
14396,1439
74126,7412
225041,2250
14393,1439
33391,3339
816033,8160
134412,1344
732115,7321
73121,7312
1324315,1324
43239,4323
312242,3122
821222,8212
93212,9321
61111,6111
12122,1212
514114,5141
34119,3411
432313,4323
26523,2652
24327,2432
233016,2330
81608,8160
516413,5164
1420437,1420
723381,7233
342322,3423
3331219,3331
81544,8154
2422127,2422
94122,9412
42261,4226
3115124,3115
263511,2635
2422124,2422
5223732,5223
31174,3117
91291,9129
51692,5169
432113,4321
5249213,5249
33152,3315
32552,3255
821233,8212
1420419,1420
235215,2352
74213,7421
2642112,2642
74127,7412
13243167,1324
52233,5223
541413,5414
75362,7536
44131,4413
815625,8156
22699,2269
21495,2149
73127,7312
33312117,3331
314211,3142
511123,5111
61136,6113
21325,2132
821151,8211
432311,4323
26352,2635
21122,2112
13412,1341
21338,2133
31171,3117
331121,3311
51512,5151
13231,1323
251119,2511
26214,2621
2330112,2330
931211,9312
42125,4212
31114,3111
71322,7132
75225,7522
93131,9313
231019,2310
214921,2149
92162,9216
31431,3143
516421,5164
13241,1324
331133,3311
34123,3412
81435,8143
334314,3343
814112,8141
2144112,2144
72211,7221
2142111,2142
1324324,1324
43125,4312
75314,7531
332324,3323
2152171,2152
722347,7223
24335,2433
31323,3132
741211,7412
3324414,3324
51614,5161
132122,1321
3102,3100
264217,2642
741112,7411
21492,2149
422211,4222
24221213,2422
261111,2611
25119,2511
35212,3521
213314,2133
233014,2330
263535,2635
332212,3322
75125,7512
314125,3141
81314,8131
622321,6223
21202,2120
96122,9612
541412,5414
24221,2422
82115,8211
