ISCO88,ISCO88-label-E,major,submajor,minor,unit
9112,"'Street vendors, non-food products'",9000,9100,9110,9112
9113,'Door-to-door and telephone salespersons',9000,9100,9110,9113
9120,'Shoe cleaning and other street services elementary occupations',9000,9100,9120,9120
9130,"'Domestic and related helpers, cleaners and launderers'",9000,9100,9130,9130
9131,'Domestic helpers and cleaners',9000,9100,9130,9131
9132,"'Helpers and cleaners in offices, hotels and other establishments'",9000,9100,9130,9132
9133,'Hand-launderers and pressers',9000,9100,9130,9133
9140,"'Building caretakers, window and related cleaners'",9000,9100,9140,9140
9141,'Building caretakers',9000,9100,9140,9141
9142,"'Vehicle, window and related cleaners'",9000,9100,9140,9142
9150,"'Messengers, porters, doorkeepers and related workers'",9000,9100,9150,9150
9151,"'Messengers, package and luggage porters and deliverers'",9000,9100,9150,9151
9152,"'Doorkeepers, watchpersons and related workers'",9000,9100,9150,9152
9153,"'Vending-machine money collectors, meter readers and related workers'",9000,9100,9150,9153
9160,'Garbage collectors and related labourers',9000,9100,9160,9160
9161,'Garbage collectors',9000,9100,9160,9161
9162,'Sweepers and related labourers',9000,9100,9160,9162
9200,"'Agricultural, fishery and related labourers'",9000,9200,9200,9200
9210,"'Agricultural, fishery and related labourers'",9000,9200,9210,9210
9211,'Farm-hands and labourers',9000,9200,9210,9211
9212,'Forestry labourers',9000,9200,9210,9212
9213,"'Fishery, hunting and trapping labourers'",9000,9200,9210,9213
9300,"'Labourers in mining, construction, manufacturing and transport'",9000,9300,9300,9300
9310,'Mining and construction labourers',9000,9300,9310,9310
9311,'Mining and quarrying labourers',9000,9300,9310,9311
9312,"'Construction and maintenance labourers: roads, dams and similar constructions'",9000,9300,9310,9312
9313,'Building construction labourers',9000,9300,9310,9313
9320,'Manufacturing labourers',9000,9300,9320,9320
9321,'Assembling labourers',9000,9300,9320,9321
9322,'Hand packers and other manufacturing labourers',9000,9300,9320,9322
9330,'Transport labourers and freight handlers',9000,9300,9330,9330
9331,'Hand or pedal vehicle drivers',9000,9300,9330,9331
9332,'Drivers of animal-drawn vehicles and machinery',9000,9300,9330,9332
9333,'Freight handlers',9000,9300,9330,9333
0000,'Armed forces',0000,0000,0000,0000
0100,'Armed forces',0000,0100,0100,0100
0110,'Armed forces',0000,0100,0110,0110
